real_name,M10,M100,M110,M115,M120,M130,M15,M182,M20,M200,M210,M220,M27,M295,M305,M310,M34,M345,M35,M40,M410,M50,M500,M510,M520,M530,M540,M550,M560,M570,M580,M90,W10,W15,W17,W20,W25,W255,W257,W260,W270,W275,W280,W30,W310,W320,W40,W50,W55,W57,W70,W85,W290,W300,W305,W60,P17,P25,P65,P97,P105,P145,G10,G110,G115,G12,G120,G125,G130,G135,G140,G150,G160,G165,G175,G20,G60,G65,G80,TR4,TR5,TR6,TR7,YB3,YB4,YB90,B2,BP2,G17,G27,G7,L5,M2,MR17,W7,Y1,Y2,Q10,Q110,Q120,Q130,Q137,Q140,Q145,Q150,Q155,Q165,Q170,Q180,Q190,Q20,Q200,Q205,Q30,Q35,Q40,Q50,Q60,WT15,WT25,WT40,WT45,WT5,WT50,WT60,WT7,WT70,WT80,WT90,WT97,EG10,EG40,EG50
gen=0_member=0,1101.9290756068087,1347.1607602213517,1041.164555350471,2300,815.7776169294576,50,2472.5993650995365,50,1504.3353379478733,203.46810139104983,752.2145431267529,50,35.21827028584009,725,725,1399.0818392405295,463.0743847850561,0,24.361092924901616,50,1795.0310848086356,50,130.61003215248536,1791.7952843456721,195.55562453350427,1720.3597679705292,187.44013872403804,507.19126034610315,155.3280084189256,95.33444320986546,305.0145069877137,1399.7140019480914,1613.2522244031964,1328.5194377587848,2627.1898512245066,628.9136882465589,3875.4672481018692,277.7130990895153,4475,200,945.4446827278132,1315,535.7287004428692,204.90495408131738,100,100,1355.072298109455,1194.049277797042,3602.802869229192,500,916.2333726716098,500,100,100,200,501.6154648249992,400,200,200,400,200,200,194.23874575837442,233.793334377726,1732.0698421479453,1494.363190187258,1027.8552874630777,843.154462141429,1344.4778416538359,1329.7688335708021,1068.6553180367148,50,50,1399.7995227312556,490.9446063176677,1498.061964217573,59.15454377899556,1486.4854833496147,1326.6663140241808,716.1518135200047,316.70426827960864,432.8069488441007,1210.5698846857802,50,50,110,271.6982117032527,4467.922518551155,4812.189218644595,5324.744340899784,6916.729152502228,1774.5910901213667,3718.205380734459,1434.4197213202299,2096.820008266309,6618.203887378211,5517.067232774275,793.0834629537568,870.8673760241917,445.09461003247026,1134.8659545809699,1632.229778979057,1409.2411113481537,200,374.9573173687993,350,500,100,100,150,977.420748363653,100,200,1244.1421915690748,2385.237980863967,0,928.3154895066758,213.9630433269914,561.7860462434369,2338.491991658447,843.7136062403363,2635.99889925058,165.36705570732377,940.8486047843162,1683.9391049284297,7163.558253268148,1538.3110446781513,706.3824333454945,1154.9386116343462,3135.5177960750584,885.6217644344903,1203.8061316303276,1755.3312223546052
gen=0_member=1,1133.6886867043158,974.7251096047846,420.8511146844592,2300,1313.9276053122496,50,2576.0749760510757,50,1644.5771061411328,222.67208757059498,245.2020420309768,50,1693.2287377370308,725,725,487.5842222052836,269.7392895486771,0,920.2667173575336,50,181.7576356999108,50,226.71932672039472,475.2873670302182,1472.74052583205,792.4040844066989,1324.1552337253302,1669.437272751422,1159.8426063936788,1474.6404838858205,1727.1799745461303,1794.9498494062616,873.2931747770969,2323.555059926726,376.76298368227924,908.6139798836477,3963.9133221582088,2952.5445963062703,4475,200,1432.7394308632925,1315,730.8526212298394,1241.6066659976132,100,100,296.28219770173644,1258.5874717774839,3218.047458336804,500,1262.3460527280563,500,100,100,200,383.821871639417,400,200,200,400,200,200,1708.5787562733774,770.8840216081486,5022.6284687074985,791.7698957740067,1462.2054078740637,502.48152901122876,221.9923795580312,4398.631287085497,333.2687334638567,50,50,1072.1433924967914,980.1838429757773,561.1339450832347,1542.799311855102,3259.2105020577546,691.9530447391877,1738.108599626033,629.9448548330395,1240.9355450527316,1563.7984915320085,50,50,110,4948.436436135077,3694.4106848218503,4820.951289457133,6853.2817939212955,49.59389408649566,6743.492658540579,4012.0542839416466,5158.849137613713,1732.6394652094361,2049.551013409377,4830.686573356592,618.5097970470379,1013.0207426529839,1022.1674676376506,1094.583313696096,5066.6034166897025,1706.4117623211907,200,1143.8335159320097,350,500,100,100,150,1428.9186008119973,100,200,858.9195033001051,3708.399281225838,0,154.49159230151704,543.7303443283568,1691.2463658820448,5437.9371211492735,1620.3244974284162,5373.777316405609,884.4247169759559,1586.2571880133983,1584.7741877356368,730.7213038474924,227.12238955633376,229.36527835871365,1149.105364250401,4610.143710237736,793.7965378774394,1531.552485031812,407.8116209600134
gen=0_member=2,219.28338945662088,276.86402790006025,1132.4711035670632,2300,603.3063524782593,50,3421.0152979235977,50,502.29797368194966,397.61554302355347,1040.8421155706797,50,1616.4840639477363,725,725,406.20511688430304,149.2188030738414,0,36.81330017498006,50,1070.5658483987627,50,257.2776074836439,695.9510775295993,1167.526692669247,1706.1290741843063,713.4562708758848,703.3731076860937,332.7588946598247,202.64180274925795,1429.3292444551105,1289.1966374775222,1429.2543724534066,4564.440864694352,2545.521168432521,829.8256381648608,4015.8360025590164,377.73542618258,4475,200,344.97488863291534,1315,1152.3951648192196,1091.8390622685174,100,100,1706.0903316597417,223.39504573638894,5306.905692443782,500,254.31426855154425,500,100,100,200,936.0107097658649,400,200,200,400,200,200,442.024595952915,990.3680233486849,4145.22989762247,808.1401870817713,146.62991853237693,1322.3067879201753,118.57238459714547,3807.0184321129686,1377.715294894424,50,50,1130.098306087577,629.7925434593134,1640.5864068205196,1795.358943896263,1571.3736984716127,989.4649987608421,54.49228134291269,1601.0683666999064,648.5812861540805,1721.6704817338323,50,50,110,971.7114334287235,2389.379012120843,292.15940237683844,1292.5487122002137,5957.577789918122,2584.162878691719,6452.659769220524,5422.166856957377,6683.3875799311445,4646.678553374533,1171.4042680516466,279.9879936994185,1753.982930356245,973.1287156575735,417.4093537293107,700.8139291361922,1308.6073339299494,200,1027.535203182484,350,500,100,100,150,890.1393876502226,100,200,892.6598027526343,262.85843696441617,0,547.7493191588491,1021.5750220888161,5360.708752630994,4039.576325728881,1797.8627773690637,1296.1970570429753,3505.1674956250636,1795.890902993209,505.97419614121026,5590.97913426712,1224.4061828256342,1165.4138007782883,392.0691280048579,984.5192895098694,1789.7609129584596,885.6991279607793,1586.2421560299235
gen=0_member=3,1785.2503519272643,1682.5093427286788,746.7801611109201,2300,1572.842795144501,50,2287.656656819847,50,168.86988270760946,1331.0328266511679,1752.1513948706204,50,161.54168053313697,725,725,67.16205649286155,897.6018644927101,0,1004.0599434648705,50,345.45961244780676,50,1247.596460313907,1583.7210229180844,641.4792914590953,1596.3017569701738,961.7959991843499,1770.6821064101518,1437.308329772234,366.6362018071398,1733.515234677234,1070.1913377370067,128.24980076457055,1269.3766638163004,5199.553914366582,1374.6997519239999,4837.317101418497,825.1672057717295,4475,200,1097.5556371122923,1315,944.9403596142438,1625.2614197824232,100,100,1428.6748785664913,1433.4569762600331,615.6001616808097,500,34.92759080104909,500,100,100,200,1633.526410819611,400,200,200,400,200,200,328.62598799461114,1599.6721443212957,2873.447247201838,388.5218840953445,1693.5480321058926,886.9382204987248,520.5891229422353,5310.308608591375,1213.3209195304269,50,50,1372.0522423776883,923.3448461590335,1296.6841550005342,506.24773951809243,2376.4722194713854,425.12544760432763,238.0923688879676,1707.2608299548199,1296.9514382125187,131.9543864742219,50,50,110,6627.824198506136,6566.544476091775,3105.3667717488197,3816.6500258293163,2777.599505944806,7182.358832267257,3283.1317311912453,597.0065836747982,5988.634734942542,7118.3964482591655,1679.780428084309,100.30943391094493,601.0931190656564,674.8639903584328,1342.0570855014523,635.5100956944073,1564.054132149839,200,891.8238695347469,350,500,100,100,150,1668.9322927911542,100,200,825.9442193857689,1009.1143736645291,0,287.3468585034779,1662.7974719344327,1484.086931476878,3941.008180264428,1020.0920342925089,3343.9944194663103,3800.8428298481717,1555.8662956254962,1025.4040026781618,6635.774892026211,434.3775048579381,738.1173069388974,1493.5226668211467,2817.6436499768183,1608.320959108082,505.49854256201206,1304.1138977748194
gen=0_member=4,1605.2613612967095,149.41035227930888,1295.0262286973714,2300,690.5389299373761,50,2059.025425306434,50,1673.1785408139292,1266.4992821170028,538.7037211811212,50,0.7225251697356248,725,725,889.9714539632931,1611.5920077516432,0,1102.7880208604827,50,1374.2019227916944,50,944.334300688634,771.1084804283411,1533.0500210588575,1361.0932160175848,374.7642513470147,429.1250549195743,1585.2650861692618,2.9651017479161084,945.9770524137936,513.412863456226,81.86546470209389,4930.357426100215,4205.540229263809,656.2190766148627,3432.2547990779094,2683.107789587595,4475,200,1167.229289250597,1315,458.22351884006275,1663.7526676205375,100,100,1243.4935497752633,589.5309593110672,2578.1919927417352,500,1114.5790934760948,500,100,100,200,287.99979221342164,400,200,200,400,200,200,348.6268844989947,780.1059737479283,2446.2201915565693,194.73647975427264,1438.8831938580067,5476.668717328436,646.2162015350384,1874.9502771342309,142.92522658076376,50,50,671.6777883748732,177.74987309360506,550.3323841901735,232.2922187880193,4469.009777454616,359.979054451456,623.6136476167969,1258.2380608505503,1678.4878224332256,939.1860717357761,50,50,110,5161.6172200010415,4449.338060063412,5893.423284737972,6302.874926102603,5692.513894967356,5253.601784689667,6577.22020465707,19.760924724212988,4665.258675363137,6242.908146402155,228.00080208392674,223.9308483360587,1139.5585722959106,1110.857096809074,882.1889524406812,4224.803321937574,926.6204941993503,200,759.4411884527412,350,500,100,100,150,86.84348029695671,100,200,596.3988200890594,4724.135578351941,0,1463.5695511852573,1593.164773448594,3116.0128179612193,333.37487112889414,1124.2669695530508,2233.569813291805,1314.8975944672375,599.2939707104001,1158.2353515461746,1001.2267329062336,614.3925217664589,397.8499588557852,1342.6349571869744,3601.0633052187504,1309.3354242884461,226.77679503925597,173.61061740941835
gen=0_member=5,1020.558669302334,1088.8716092353072,1523.5236746388173,2300,1265.7321448986816,50,847.9718828628048,50,1410.6980415742541,1751.0730259581667,486.6074323898746,50,1260.1104850998165,725,725,332.6656393489718,350.050304105094,0,1654.1088433615075,50,748.6025045975591,50,1789.3533930577514,795.4256616869966,1177.1827040592602,362.83543210092034,349.04159481016603,1187.5827033893056,1338.3988078506256,1187.8062261894534,626.4918364050969,1128.747307613523,1330.9223543492742,3346.312919818539,1354.942041783676,1596.7848340725293,3215.993924207348,2355.163048979279,4475,200,775.8373140679598,1315,5.381782338892557,542.0814259159479,100,100,1629.830077853806,957.864815748408,2068.7600932791966,500,1416.308206758029,500,100,100,200,676.4944683431511,400,200,200,400,200,200,1065.340551405926,816.5785904435456,5326.142672976085,1132.7959271072084,755.4455349862075,4866.756497463807,64.15248442851146,50.58406809071631,319.30234666453237,50,50,388.56146892662264,749.2716405208565,1721.9983755046821,276.9412845823903,1426.038376049921,1121.8071543199344,757.4976053058324,964.123301624324,821.0825716994294,1660.060515251731,50,50,110,4787.186187560217,1255.043754954632,530.4537536664712,2093.8552832809914,3911.015907951294,1587.588802106196,3853.8135655953047,2885.2963628219004,590.3512838382507,4876.2131387454265,3814.3158568529016,69.71200718305735,1120.2663874423033,1602.361707336784,1612.274074208077,4404.845966121428,879.1142906645686,200,880.024255830267,350,500,100,100,150,1679.347446561631,100,200,424.2669143100936,532.1649859899317,0,1754.0964598886244,1762.2787108525176,4030.3301037470005,3263.297954148508,464.2772151166825,2044.3767610476066,2786.475691438743,850.1629173386527,561.4319963714013,1161.5048389155736,906.0057089559477,1136.8246186580106,1286.762359208049,6894.885042258269,1207.3604038237636,843.526539494467,1050.316396892952
gen=0_member=6,591.3073479607305,683.9084462546375,13.847328135063155,2300,1675.5134927238548,50,3641.9215802295075,50,1690.8392912230659,1154.687414300244,1205.9100751820167,50,114.59602000204181,725,725,1509.780613032674,671.557570844639,0,629.5673404041335,50,467.87038722486693,50,924.8496014672529,589.902317876634,596.2204496720909,901.7540938434985,1508.482287617475,1393.4812829733053,120.3818496509247,284.35376445497656,6.571900579439383,1156.9890337273036,150.89694627482513,3824.79324332485,3503.9408265668467,255.49154235666086,1338.6733050802684,574.3230477016644,4475,200,214.66537357119034,1315,975.9150279493606,363.4078780844193,100,100,1510.8049124004772,620.9889800017216,4504.25076854265,500,498.46608661502944,500,100,100,200,1647.4554763064775,400,200,200,400,200,200,104.47210739155837,356.1792492949735,4441.370128460391,398.6380220239959,1740.61940108705,5138.654936976435,80.85184714222201,2822.5724512690804,1645.7148871454203,50,50,500.1568166311904,706.3455689757639,717.7505674936582,679.2388866829015,4362.916242332628,732.1760217721414,904.9142515674803,167.29484207130346,1126.4950545799766,100.12893529006651,50,50,110,3978.699764621462,1377.2284730294432,6649.366980693234,1427.026952880866,5599.932304528459,4641.70773448301,1108.9238528150947,2704.498317381873,3706.0556695389973,6086.814103097943,2448.824087600016,1205.4184901519454,835.005136380377,1641.429103374521,255.45173558818732,5811.692049854562,1753.635476760714,200,934.2351896756261,350,500,100,100,150,1569.6309755531217,100,200,233.74225433796545,77.01053973930514,0,1569.7232214597823,1309.0895224010649,746.7538274268048,696.882915266645,1450.7537508596256,1019.9964274544429,3538.556864937061,1020.6344075551162,207.96821662182003,7267.254296565362,1323.2256605547732,1126.4807868674486,1113.2692255141942,7256.96386008334,1320.0979779383258,1680.767906848317,533.4955013761239
gen=0_member=7,1091.2057631436967,1672.2072363399693,1472.3108156832366,2300,1105.8321096181046,50,1355.6730907277163,50,233.1151673138234,595.5433956868816,1156.8943363298029,50,894.3303716361432,725,725,575.27058010926,604.881226812823,0,1171.5793628359072,50,1615.153025589532,50,175.79840611046848,3.250036045189068,1354.6298538381407,1024.8336992015554,164.70322654303166,1541.5527817927443,50.730871008369974,79.03811362916991,114.49125769557635,49.2914019088982,449.08010961913095,5356.981597651611,6326.785959530979,1129.363694427725,1139.810355413484,2881.6848615936397,4475,200,1402.9909702187908,1315,183.8452860376748,1768.7430912861132,100,100,1180.7494833794135,717.1142700550113,2200.893864871053,500,1751.1585226413627,500,100,100,200,1748.393400096038,400,200,200,400,200,200,982.6453364582723,3.5194512126089186,4315.768078210603,354.47454419877465,678.8471654760529,1706.4667598115773,1784.9422762467134,1017.0099908207835,554.8070893322805,50,50,8.760879321123957,1379.5631245677534,1744.5418678512613,828.6005326070086,1940.0932404656662,951.3438099397439,889.3110822882603,1447.8099130005357,1703.6046338898655,1356.139360087197,50,50,110,2863.7627437454175,2447.483571608583,922.7354200632145,6688.219788401456,2643.7732867039076,1939.7422853325752,3376.1642072172617,923.7348933257997,826.6918003743241,2166.5938674232734,4742.994213783042,45.55687664962754,813.4648341035306,1220.44029927722,1215.3050310163394,7059.224814069278,1642.3562940953047,200,1327.9003757652777,350,500,100,100,150,921.0155281272198,100,200,1720.7754286669333,5268.623901438151,0,1482.226824588641,1523.1615882971737,5325.837232755904,2240.035806276555,618.8946933877589,96.60797686319007,2532.178018411486,155.93439874035644,0.30794426131102903,2605.41391889066,450.30354910655933,1322.7384483178053,987.2837982284628,2076.551955136865,81.6104665544163,1516.2444970980516,23.904029818174315
gen=0_member=8,980.1991849390263,834.7401987453214,1065.2762834682921,2300,1131.9897344030608,50,3197.9312169669493,50,604.9234306244042,673.3139443985987,391.36260245048743,50,1232.0782777827064,725,725,459.3369475148306,1473.26842070057,0,1302.1491036344878,50,1237.6580131605645,50,322.65327332065124,991.3345542712538,817.6200255541844,491.1626512680928,1052.986569369124,1486.5276672257328,1125.4653914748924,816.6158526935995,1761.2979322454805,1330.9651441292137,993.7423105365444,1772.0001223632541,4906.205337666252,1101.7244700616882,4589.955432178115,1587.730317124539,4475,200,1711.021290625325,1315,1670.8278874714276,245.28894120062006,100,100,1216.4834700419349,549.0415539783882,499.8943935964184,500,893.6141969166933,500,100,100,200,695.8579853976186,400,200,200,400,200,200,364.4738487878666,1689.8402195864894,5162.0106774971555,767.8275528800895,858.322131915372,314.0431253654634,1148.911351067977,2426.738755802066,935.8129901619095,50,50,784.1478894055267,468.71334604195675,925.1194026875522,1297.5066728773027,3715.0887277184584,18.956541724373388,1592.1485734749272,400.27203064503095,158.18766241889008,517.1548902097428,50,50,110,2469.6638776281457,403.36075634786596,5424.989092657606,5712.186879768597,6652.353770532993,3851.8371130937353,5995.4120801547015,7023.332114823715,5312.437515780932,7289.63358470986,3299.5244493549603,1034.3345482501497,1085.5123327515025,1320.957896418148,607.7471188891369,5324.407578961631,1168.7852791108592,200,938.911930763177,350,500,100,100,150,643.376316807392,100,200,334.6682972115173,627.6847375815968,0,419.2724305054624,1380.365280071893,4127.321360449496,1199.688908204493,1404.5307636215139,1408.2419988641175,2005.4111204540206,1654.045954380825,970.3809242507216,3684.5874449171147,785.8975966154006,1188.255789006337,348.9777232413668,3357.904237984503,1498.9963340311033,932.3690766109644,710.2343025987913
gen=0_member=9,1388.4196569512371,1712.2763589200968,815.8897124207506,2300,200.5374698247295,50,1552.0480491727712,50,1253.549724621296,1019.5622503508264,396.8423848038778,50,1517.9493960941018,725,725,695.9229711329442,807.1042084091443,0,943.0677624236137,50,1593.0866629240386,50,454.1121595404375,318.1568969471883,555.7562680156177,452.2007043164205,833.3861497252719,1224.651405919393,811.7317337140414,654.5223866141973,631.2647217158961,1172.0542884531535,903.4650812625445,3238.54314937463,1794.4672295930484,326.6983601891993,4945.928000287034,196.58010620882146,4475,200,887.0481539697666,1315,1483.3490611476266,1354.8786403106576,100,100,676.1856631446478,815.0562566795182,2725.443135309921,500,1378.0161936333607,500,100,100,200,1439.1692697520523,400,200,200,400,200,200,930.9184746620508,606.6733684219556,3316.8820086278574,247.11627547501604,865.8453591181385,4556.04931045821,465.79120867248804,1846.3376303882171,251.01944715674142,50,50,1451.9600141535016,1708.5187961205795,1796.943611271415,1155.7450457999028,3624.788122825494,1718.3332403315203,1418.5666569096068,1183.27071631366,1015.6260397367813,638.3548328508735,50,50,110,4180.441476507646,6788.056182094264,3908.5519835911937,5875.331484653269,5005.198882808219,461.98786481913993,1197.6018356828667,3398.3599394571916,2325.408976491533,3242.708796908045,411.2136383090436,1177.0122937657484,1155.3044411024784,1377.654602590293,1067.097484085505,7271.29065721616,693.1848799977782,200,1444.0335213497426,350,500,100,100,150,425.5894607580934,100,200,792.8177301905824,4224.9999958956105,0,1327.7585691498425,1489.9034328380774,4660.834761997761,5070.005060804187,274.52659697034005,660.8695070800622,2318.99753922097,368.0426836107181,906.1226841656999,5123.305375553388,1014.9699273723202,309.0513807807473,662.6721795633813,6448.666040721527,745.9456305887901,1657.5502214091396,643.9005579376901
