real_name,m10,m100,m110,m115,m120,m130,m15,m182,m20,m200,m210,m220,m27,m295,m305,m310,m34,m345,m35,m40,m410,m50,m500,m510,m520,m530,m540,m550,m560,m570,m580,m90,w10,w15,w17,w20,w25,w255,w257,w260,w270,w275,w280,w30,w310,w320,w40,w50,w55,w57,w70,w85,w290,w300,w305,w60,p17,p25,p65,p97,p105,p145,g10,g110,g115,g12,g120,g125,g130,g135,g140,g150,g160,g165,g175,g20,g60,g65,g80,tr4,tr5,tr6,tr7,yb3,yb4,yb90,b2,bp2,g17,g27,g7,l5,m2,mr17,w7,y1,y2,q10,q110,q120,q130,q137,q140,q145,q150,q155,q165,q170,q180,q190,q20,q200,q205,q30,q35,q40,q50,q60,wt15,wt25,wt40,wt45,wt5,wt50,wt60,wt7,wt70,wt80,wt90,wt97,eg10,eg40,eg50
gen=2000_restart=2,350.08473991644416,290.6878416604131,193.3561530166888,2300,251.5280187283417,50,846.7468736030972,50,608.9258608586082,170.09143132138848,138.12460828212627,50,358.56679437839654,725,725,106.47230448820804,680.838362878136,0,445.32699074828736,50,214.53678599168995,50,363.66854276856407,790.7650760933246,727.5451846236491,751.9165483500713,1011.01389577823,616.2399387328771,644.88080547494,312.36560802193134,1149.2090512300024,274.78880665496774,130.75249674759252,842.9180552525218,4834.88125528552,110.82545931670154,478.1147462271008,662.3780419562437,4475,200,148.3652127923826,1315,278.6678247901524,143.97144963513168,100,100,100.21706314908816,178.68941985868807,405.2522503725437,500,108.41806238154648,500,100,100,200,132.4638248198576,400,200,200,400,200,200,556.0319429329461,864.2355562988013,563.939931299998,314.96761997657813,1020.5663516365252,2164.709127869652,1023.0367924162124,3962.045116049512,587.5488307706562,50,50,409.0107986436525,431.3646900056826,592.2798949110388,1019.1403141855924,1608.490896918619,427.5042905033608,371.3975799355344,85.5487001132849,102.27132924138547,97.36180619113955,50,50,110,2210.9782424023174,1935.2574107404432,3793.3468125713266,1124.776219329346,2253.8224596683203,2853.242239776757,4923.646196353273,2994.244443256055,4228.907868430961,5253.740677050249,510.44642496973034,1188.0511969000315,797.7963397594806,583.6367531038483,649.8347683722867,1114.1086272180028,1416.7941102263455,200,1170.4592750858717,350,500,100,100,150,889.3714439124534,100,200,828.8860006602542,498.82062552461264,0,1200.2905557977758,1222.1212519797443,832.43248676922,1889.177165493388,984.8867361869645,1170.5126036521478,679.5599807127293,1389.677785489218,719.0694351645648,3667.263953996885,857.30832177231,281.341705668108,1129.9310414374456,3652.984770566148,1421.445136331052,668.275795682034,1331.8169513826067
gen=2000_restart=3,90.25813995547779,30.93833779482179,22.823874040117342,2300,48.471388611128646,50,373.8255714269693,50,120.20173823709756,23.045018207463727,17.123048912122556,50,149.7979682433523,725,725,17.136601307904186,96.87925092562318,0,149.68688483999523,50,89.11566550695062,50,134.13773074011635,135.60406907489045,237.78091019774644,539.681236320635,632.3319477077216,147.8164315255852,642.6672528307231,112.73915365121188,559.5424204169765,134.62095171870007,32.39430741639842,705.0136336148257,4914.703158370376,33.32531050098993,179.3755480060404,233.99257473668544,4475,200,27.99393271105856,1315,61.67912298826246,14.476240984357275,100,100,18.11861442284612,38.944562258846304,97.0067713238908,500,29.684093714693688,500,100,100,200,17.714466807248982,400,200,200,400,200,200,123.65812732375416,1499.6868780414477,600.3930751314824,238.9101324520756,1303.7071634862696,805.0518116037312,1334.270614178689,1245.23367690061,1516.4583979503575,50,50,284.94471302591575,161.3895815847474,300.2139269465257,1617.0698593589195,749.383203507549,1225.0318380957804,330.25211460080453,385.273380331724,44.05884145175133,75.10519185307567,50,50,110,2493.6602830084234,3209.718992671744,6467.467806943142,3918.275560820313,4422.692123313889,695.0125689486335,4624.041540741965,815.813580382665,5370.525729953222,5669.034641765243,1275.8582359953443,715.9392978970459,828.6007425968462,1329.6559262175133,1122.6405054129948,1526.787985603227,1077.597107771839,200,647.9824044896529,350,500,100,100,150,1227.0393225016192,100,200,1225.106206900315,270.106014509934,0,819.7366339363891,1455.406476964638,240.158733533556,386.56701144193016,889.0084016166265,371.5661263448904,575.4721834638683,1468.0719012765476,479.8499486076,6730.041536329306,441.037306104524,138.3542422344559,1268.6791583209897,6241.122742500685,1224.2598754629537,1177.4546745996297,1421.8324534467858
gen=2000_restart=4,141.24087894022955,72.92696573279761,37.2635782156184,2300,56.02843378791496,50,799.7115852049559,50,106.36155142168964,26.57323181490477,34.0868509925744,50,135.363130281577,725,725,13.093659417601144,199.32294654106573,0,205.72424477719977,50,40.080455228553205,50,136.2114909857263,145.90167544347844,163.73357998608958,774.1103378479562,787.9183958103594,162.0236324908992,615.8552033840806,127.09866637680663,858.4106213537392,74.23248943528675,27.265629918902615,877.7764692129989,4187.2865710118895,25.25521808980005,332.59725955078784,502.171359597964,4475,200,44.44900294998081,1315,27.000180159832382,22.964952588800145,100,100,39.56354574800915,14.454014361399516,193.4899142337223,500,54.58018869458846,500,100,100,200,19.5773447651718,400,200,200,400,200,200,230.6271831495856,1574.6707098154047,700.4063613237422,359.70071680056367,848.1748482483813,1522.740488639126,739.140433945035,2260.5361634214714,1182.1671284529796,50,50,316.8573116154528,489.033170389952,216.568309767228,1620.802196102556,823.9415808024232,1055.0066427054307,235.91784237709652,438.05249585641224,52.39636095166432,99.41297055373204,50,50,110,2642.9809322511846,2806.7467086589368,5375.119443956477,3261.6170025047104,5538.661930336124,1184.8496203674026,4683.705418390507,1240.7951743783092,5866.698240948193,3845.1338056822738,2216.898716568113,575.9230061141094,994.1167150056611,1125.049552283277,1186.8439373815552,1162.7728923282434,929.4663409985612,200,1030.6057298013316,350,500,100,100,150,1013.6252570026228,100,200,1373.2707938970675,871.3124554114999,0,1260.2257169982026,1488.2607733392729,374.249060316732,666.366496803656,794.4688249693953,533.9458206690496,390.09507190711327,1429.7317192841388,499.346521349344,5062.303310207364,551.4606223361328,206.81567349990172,1114.777989524474,5805.365545286079,1390.0686714589292,645.1856375854816,1390.667645520112
gen=2000_restart=15,113.73263234031016,52.259482978848204,33.98807681631803,2300,49.27787366812535,50,629.718804811554,50,101.70660433264617,29.514381393510973,26.44865883909239,50,163.571256147167,725,725,15.193876617916487,132.1284793168666,0,148.84421105757593,50,43.17093854923132,50,162.5754933030972,227.27037586348035,231.3807331705009,650.5639429520114,604.1422013600798,152.9159560928971,573.8427688336617,94.14476590511468,613.0517095699227,54.99737372505768,36.14560629255715,838.9347407971219,4019.631434412309,33.012630464388565,219.86169697519392,369.9222983673476,4475,200,27.067768483957195,1315,33.47810698319779,25.29430033218165,100,100,22.89644683407693,15.980197815436838,163.86463318924643,500,43.12796482705028,500,100,100,200,21.48677543816939,400,200,200,400,200,200,200.30549405716687,1559.8855271244736,825.1027882301465,300.070656695084,958.7425255493539,1798.655432294886,1154.7903161394952,1814.9255251529348,1230.0986043795465,50,50,288.5596188411589,359.120544647112,142.76673291387135,1613.7256220803165,745.3106507514285,1136.2162752136524,283.9577213591755,459.59280927464897,46.81670792184414,100.05167397439824,50,50,110,2611.852715919491,2618.000399554952,6167.470444875356,3282.799522363947,4409.127740567499,1099.6727875634172,4823.076186483753,1224.6293056387194,5467.077143706945,4801.756145937699,1739.4179124656011,834.0987313888891,970.7872428257032,1107.042263691261,1035.1413086049806,1358.48767738682,1058.2915959540524,200,795.882227959909,350,500,100,100,150,1202.8766433450753,100,200,1397.439945255872,483.71128358814445,0,1276.194804241592,1374.2879256071033,405.27003494657527,714.300322108633,793.7490200197867,397.65555035619184,440.93064822331417,1417.757186622309,540.717203839871,6115.035890817649,544.5534589960924,193.18665649166968,1129.713566690163,6064.18068175238,1315.4712105521724,789.3039799895994,1327.5605994346072
gen=2000_restart=16,250.71075092118824,146.8826556440664,33.65112207156432,2300,61.39735787928822,50,1356.909724321092,50,291.19575078019693,21.87422002628301,21.760883444713727,50,102.156128732715,725,725,21.361766897964344,275.8302079521037,0,84.65186649745556,50,81.52321129406606,50,143.64660786055683,237.6743156133195,417.3105001487921,792.2256163361875,537.3099894394454,380.32472861645056,168.91729815196635,174.72772523519734,723.5513835166573,230.8535125612788,28.036997266935543,932.9870491700736,4935.663796589318,18.519932695488308,526.0585457954089,512.0040070760207,4475,200,43.93021663378892,1315,59.12789620817432,40.304992241808286,100,100,17.553538349856638,40.655414587805296,186.62125973356945,500,104.68869609037876,500,100,100,200,17.448368269588343,400,200,200,400,200,200,352.1513035656093,1477.798963909058,539.9204352662161,1166.0732525069327,685.1313535650272,2172.812296877521,858.9362039398823,3359.1340193633264,575.8793978100088,50,50,773.9191977847119,516.4330154826358,595.0815349034139,1411.7593135155491,925.1248704655133,839.689248173275,195.9965612335704,125.38928363829471,62.43633346712846,117.87066710804126,50,50,110,4243.359816916824,3120.1715546727714,4605.827813588009,2978.0251959662446,2945.967523890077,1646.0138209601837,4782.98699622121,2024.0542743584392,4590.445160935385,3772.4422736223455,712.2457911484089,785.3789902672933,797.7984439453886,1172.3645897036954,621.9666763470682,1684.506979841403,1160.8315291409483,200,419.25947953238233,350,500,100,100,150,718.2750145485677,100,200,1603.846227357328,585.4143611150067,0,1123.89217381542,1327.7414452580688,165.4693033503322,1134.267970657436,843.093079521847,1437.6481983113313,378.44476372285834,1491.9822577754555,822.0699822338656,3347.5637558324465,679.5629879491247,218.24585471309567,1045.00977073008,5504.915824708697,1655.1767475686515,621.4119167383353,1365.1892698828165
gen=2000_restart=22,521.4676409709468,687.0897645906516,647.0081641659447,2300,383.3492218012924,50,663.996193654467,50,780.0517038958587,313.0674628454208,373.50022649232,50,359.2085095456181,725,725,424.05450659365886,693.7886555333275,0,844.0509857667578,50,566.1716055386141,50,546.3034800696465,727.9921633693212,773.5383835253302,784.5052456841505,898.0902255375507,500.54003083750337,678.0992778354212,487.523091718332,1414.0586324321823,356.1241018164752,376.8764478577722,1045.5332618199263,4436.0648717280055,204.28082112349009,988.6983368806099,1023.8759362275076,4475,200,288.1758679189161,1315,305.8757939335063,485.7462362626897,100,100,184.4194280780873,418.13938077254977,388.5709578623228,500,239.00013240641087,500,100,100,200,148.08603554673675,400,200,200,400,200,200,503.3975916789773,995.4997651504372,748.1790905587413,273.0791911515035,1253.3354530205631,1809.3829258111905,1008.7413441462198,3262.317193650475,597.6530036838188,50,50,421.1684393618402,486.9419749841381,763.04965133403,1181.6576087720675,1371.9314913563096,961.0091235372512,329.89070375139625,93.38571455448287,146.27634366980783,105.22413838486628,50,50,110,1814.1658719105649,2138.811900478857,3129.966885361627,1059.4371966446463,2051.5215170612864,2121.061704276619,4812.363947264746,3504.6942600981047,3346.64035550915,5387.554417791761,555.1398522523498,1097.264965395816,1051.0870976788217,1002.3169921052032,558.9576334346139,804.3708206286219,1287.4679189677197,200,1166.5514963512112,350,500,100,100,150,483.2627557918402,100,200,942.3642737679904,753.306942395706,0,1135.4834828934263,1151.2234896785355,1408.7518929644273,1600.8593439357137,585.510112781258,1339.6480037449137,779.1282006354018,1338.5110651510684,973.5500915784108,2604.7687141375163,751.9036571272992,206.78301646681604,862.0849275283484,2842.7475903436343,1370.2656653216532,631.0075700151756,956.2834907120441
gen=2000_restart=25,236.9886743088586,129.55719768940793,45.88467806983982,2300,55.537810862120175,50,1514.9958492568485,50,363.4292480073189,33.98086702769956,36.27580480561147,50,160.1232656048708,725,725,48.00320822899948,527.1307409617132,0,102.81773652768088,50,75.6014970611676,50,142.78581443283588,255.59342148231607,394.6670410371919,756.4316859764054,669.3807011429881,361.0709759800652,199.88767786588028,208.8431270106153,743.0966291566023,244.91832279960124,38.091258741093775,932.7449475819344,5145.344269668389,21.932390730406887,455.02539408109993,414.50623761758874,4475,200,45.910618431064,1315,111.2919634889826,21.687448068758385,100,100,29.96508019106133,50.90976509188499,231.82408993545937,500,141.71209088862474,500,100,100,200,29.67102468537832,400,200,200,400,200,200,456.07197332839166,1440.7845871869872,515.3477678325148,1126.2723868081084,606.7626135352584,2199.736580476283,886.1498692427598,3838.6729032177545,381.913798911422,50,50,693.3040545261044,520.4794423851694,677.7499940924308,1282.0796594648189,918.9448257981092,552.4184872669518,208.20753401228936,211.57291573064032,69.82583326391187,115.3603593182641,50,50,110,3114.5064625051964,3223.14765650696,4642.895898248158,2952.7385183668075,2484.768666322463,1772.0750874472587,4619.096719112351,1707.6488587219314,4324.889762768377,4317.068172632022,656.0826269856245,917.7421585513488,621.7306136565535,1200.7565004287253,530.6121425181382,1868.387568086236,1296.565348880744,200,649.7879065098899,350,500,100,100,150,614.7031669853321,100,200,1537.195613703222,320.27247095990094,0,1215.7706143281482,1322.2796821514737,158.42751097771497,2292.187822724416,882.5916323929766,1394.2714455568455,747.6246736614098,1507.26856140936,793.5901540995206,2510.865992705892,745.3226357493194,205.90854532398205,1080.0012229274375,5576.116428613656,1592.5184694553943,707.840573283994,1373.7947860208485
gen=2000_restart=34,328.8481356133953,138.83241014901142,48.63842155051185,2300,44.57234526900487,50,1072.8234138988605,50,303.5703784951198,64.24689879885855,56.70729784359699,50,356.0841140247589,725,725,145.83404406183024,695.904484077306,0,232.0587928443144,50,275.4180795305795,50,136.96547071620432,395.5529521421656,252.6724659010989,796.1113806834378,706.886848538134,216.0738678943612,253.29319954166365,464.4025511690887,806.9936852252189,202.8022215150717,76.89259888755933,991.0988101868224,5210.280513018838,19.075418943870943,607.155880982068,341.9690839480842,4475,200,71.83746888963461,1315,266.5044915754023,29.00169580096707,100,100,26.34936970862978,78.2471375518315,247.74841682630424,500,123.47087574401117,500,100,100,200,83.32557901420627,400,200,200,400,200,200,517.2303570315385,1195.0359472359623,474.49162324261226,895.5012667556487,637.9891399821689,2242.4700923844966,1163.0425631587475,4072.896725772021,460.35696642314434,50,50,650.015130329578,459.1289684113652,617.4965583458293,867.6446354808197,588.4450917021096,285.0883770843756,240.8624544243528,365.097296912181,76.21284067739121,139.62476406059443,50,50,110,3112.596611467585,1887.6102523852992,6081.2263660722365,1976.7127229123807,2708.0456849776415,2560.290296492946,4807.815179993793,1134.2459614185448,4266.046033893333,4114.590144230846,927.2332240925888,998.2378649767802,558.0152462230545,1304.806944890968,507.3221887668832,2535.7112329417214,1259.6525309329052,200,546.1801722064399,350,500,100,100,150,444.73966804259726,100,200,1293.235194060651,132.8653621503017,0,1234.2154323907628,1369.1300065109035,333.9931765567905,2451.7057970504925,792.5475406572768,1176.8702227943895,894.6774912522594,1496.6616488367235,538.266215835548,3104.5039732321206,803.1962826591217,200.379473965938,1073.8735265410212,5182.588338018026,1580.732462409282,1274.7133009390975,1363.9992736865483
gen=2000_restart=57,193.2546711625237,134.57884042472557,28.98952618862245,2300,69.27678807467731,50,970.767490993204,50,202.67314342819253,25.896426739121292,41.364802235720845,50,116.56348527283536,725,725,20.741485704996528,273.8825913210594,0,107.78600443646462,50,48.611470981915375,50,130.38601252736163,163.50279344537398,295.9112526157342,834.7442574624688,438.526058588152,319.69658131151124,287.594168229844,157.81165722436788,858.2134253762765,110.72693462290108,17.838915033191995,892.8702905451366,4450.392356285953,14.590843322265528,357.18515863967053,614.3645900729765,4475,200,47.903828520579,1315,56.34651675517222,49.9730713267939,100,100,26.9287193952618,38.08717129219929,128.21355330797564,500,55.93064758394695,500,100,100,200,28.05226885087717,400,200,200,400,200,200,270.966174493294,1602.752586236807,600.3319990904074,759.8974535225207,720.4692016145876,2380.754394162725,843.1986629326706,2784.589408483645,991.7324656455944,50,50,744.6226865555561,464.64202468925464,397.9885059475438,1556.6110103692008,780.8863107719851,1059.9591709996791,196.4602723844668,122.94142889759377,62.39279184926821,104.16221113567497,50,50,110,4314.689851666244,2346.934560296721,5026.551918689836,3062.39592677496,3739.33360530903,1393.4728876909355,5123.713827343013,2064.720493200178,4858.944675299435,3740.0775606150473,975.6650623538611,582.3777771762153,1212.1749798664573,1139.9358131431964,759.6306229701448,966.7480337231688,809.5629722223063,200,568.256735523674,350,500,100,100,150,893.100363082503,100,200,1499.2079694445642,712.8171757168983,0,973.2574018357245,1386.5629894648675,271.6139651415761,623.2848695991578,795.6154762980356,1202.5703899930147,303.117960550126,1467.637370641672,1042.4059847628116,4829.409870887654,592.458734109273,174.69418269625183,1040.801412825027,6018.216204253568,1604.9152136372827,665.9430311991582,1372.8656577018407
gen=2000_restart=59,554.5970963925836,1231.3483599403344,1028.800247026918,2300,381.4657210991524,50,674.8164792428548,50,849.4126795810448,361.8374832297189,510.5427169306657,50,702.4352477228656,725,725,716.8431670128575,686.6660434498442,0,911.2526533670549,50,847.938958100378,50,837.3573234471017,881.7516584739045,657.1038328968806,1058.3306462083467,801.2089146593426,583.2747614261964,848.5533045630305,582.3801432141435,1249.8969070380983,373.7041131336212,596.1569275746538,780.0092901858195,2463.059400911637,617.301190736222,745.5175919294173,1173.920536416684,4475,200,561.757826878268,1315,552.1314362399138,736.6759967833866,100,100,375.2202569758202,607.9472082671612,494.6140631322908,500,463.9941471468967,500,100,100,200,421.365162660882,400,200,200,400,200,200,682.5413303848227,837.5889313903491,1327.3066364977278,387.42505128484856,1178.467098502419,1476.6712573824495,1063.957723615216,2728.0106753457994,622.7229238553399,50,50,843.7804188601984,606.3183580411618,631.698733442202,1268.3980313521097,1211.4784831053,1238.0562030831136,221.45654698555177,108.78330274460626,244.48962020444452,121.4123642386281,50,50,110,1485.7111997783788,2554.260437075368,3770.3713006062294,1283.8542551955427,1914.4123084818768,1799.6879605550334,4826.812341224195,3731.66137868684,4154.494029423862,5049.785042932569,793.2078902860032,1101.926578640073,979.1598350217994,1090.2187872738566,625.260271272908,793.3351412597552,1114.4523099968155,200,895.681158011813,350,500,100,100,150,552.4407840099584,100,200,1014.5390591319248,1331.8351392439174,0,1137.793593142688,896.6750653993955,2650.346990084256,871.683083659307,812.6485486246406,899.6058883697334,530.4473989496796,1232.4514485870827,969.5161342300929,1940.4224757950756,621.9240240795809,283.29772727417526,855.576495137425,1792.161188984809,1465.03376931792,515.4946238460693,1060.540962733028
